Timestamp,First Name,Last Name (Optional),Date of Birth (Optional),Gender (Optional),Pronouns (Optional),Race (Optional),Street Address (Optional),Address Line 2 (Optional),Postal Code / ZIP Code,City (Optional),State/Province (Optional),Email Address (Optional),Mobile Phone (Optional),Do you currently live in Oregon?,Have you ever volunteered at the Oregon Food Bank?,"Have you ever been unsure where your next meal will come from, or had to eat less food?","Have you heard from a friend, family member, or neighbor that they are unsure where their next meal will come from, or had to eat less food?",Do you know about the food pantries supported by the Oregon Food Bank?,Have you ever visited one of the Oregon Food Bank's food pantries?,Do you have a smartphone?,Do you have access to the internet?,Do you have a personal car?,Do you have a bicycle?,Are you currently employed?,Are you currently experiencing homelessness?,"If you are currently experiencing homelessness, when did you lose access to a home? (Optional)","In the last 6 months, have you experienced hardships in keeping up with bills and necessary expenses?",Do you think the Oregon Food Bank needs to expand its reach for fighting hunger in your community?,Do you think the Oregon Food Bank should expand its resources to combat the underlying causes behind hunger?,"If you answered yes to the previous question, what underlying causes would you like the Oregon Food Bank to focus on? (Optional).",Do you have anything to add about your answers? (Optional),Let us know the three most important changes for you and your community: (Optional),"To end hunger for myself, my family and my community, I need: (Optional)"
4/25/2021 23:59:50,Nicole,,,,,,,,97002,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes
4/26/2021 1:22:09,Lenny,,,,,,,,97070,,,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,No,Yes
4/26/2021 1:29:28,Cornwood,,,,,,,,97003,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,No
4/26/2021 18:50:33,Gary,,,,,,,,97201,,,,,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,,Yes,No,No
4/26/2021 19:40:52,Ripley,,,,,,,,97005,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,No,No,Yes
4/26/2021 21:06:41,Marlo,,,,,,,,97011,,,,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,,No,No,No
4/26/2021 21:09:04,Gloryon,,,,,,,,97124,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,,No,No,Yes
4/26/2021 21:13:14,Rocky,,,,,,,,97008,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No
4/26/2021 21:15:08,Lambo,,,,,,,,97003,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes
4/26/2021 22:49:22,Lamp,,,,,,,,97002,,,,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,,Yes,No,Yes
4/28/2021 20:38:20,Kyle,,,,,,,,97070,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,,Yes,Yes,Yes
4/28/2021 23:04:49,Tony,,,Male,He/him,Caucasian or White,123 Street Ave,Apt 200,97006,Beaverton,OR,email.more.email@email.com,5035555555,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,,Yes,No,Yes,"Homelessness, drug use",,"End police violence and create accountability, Ensure that people are safe from eviction if they're impacted by COVID-19, Ensure all essential workers, including immigrants, have access to SNAP (formerly called 'food stamps')",to volunteer my time.
4/28/2021 23:08:16,Mack,,,,,,,,97007,,,,,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,,Yes,No,Yes
4/28/2021 23:09:07,Jackson,,,,,,,,97201,,,,,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,,No,Yes,No
4/28/2021 23:21:09,Copper,,,,,,,,97124,,,,,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,Yes
4/28/2021 23:26:13,Rocky,,,,,,,,97201,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes
4/29/2021 0:11:21,Mario,,,,,,,,97201,,,,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,,Yes,No,Yes
4/29/2021 0:19:01,Tyler,,,,,,,,97009,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,No,Yes
4/29/2021 0:22:12,Marlos,,,,,,,,97005,,,,,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,Yes,No,Yes
